	tweet	class
4679	rt vodkapapixo black girls never guess cause call hoes sell drug shoot niggas well	1
4680	rt walshnyc world cup teams jihadis rooting http co ecu zhkk versharma vocativ http co z b ocmqp	0
4681	rt washingtonpost china bird flu outbreak good signs bad signs bad signs http co v n gs mw	0
4682	rt wcvbkelleyt lot tweets media tonight election night food record cheese crackers	0
4683	rt weakenednachos last thought bed mock election rd grade voted perot maybe related rea	0
4684	rt whisperdispatch charlie wearing tread flag pin every dem show congress wearing esqpoliti	0
4685	rt whitbreezy get cold beer hand mistakin hide redneck side	0
4686	rt wilw even shorter charlie sheen move mel gibson	0
4687	rt wisdom spewed stupid redneck animal husbandry mean get hitched blue tick hound misty	1
4688	rt wizkhalifa east coast colored hair everywhere	0
4689	rt wleerpcv chinese social media feed total hysteria onset bird flu recent dead pigs river shang	0
4690	rt wtfdawkins let go yankees	0
4691	rt wvjoe gov rick scott refuses debate charlie crist small fan http co hkmfpnruku	0
4692	rt wwwobert new avi thanks b oreo	0
4693	rt xdsmooth way niggah flinched movie priceless bookieg	1
4694	rt xenakix feeling crisp fall wind spinning around watching colorful leaves fall like rainbow colored raindrops slowly	0
4695	rt xoxo geee chest tattoos females trash	0
4696	rt yankee kid blame yankees underperformance year umps management ebola outbreak bout player	0
4697	rt zachpiecowiak eddie sativa fucking queer	1
4698	rt zachthorpe trash generation	0
4699	rt zachthorpe thinkpieces kids call trash garbage days	0
4700	rt zippy voretaq tdd pov linux mock kernel gnu hurd system	0
4701	rt zoejoiner gonna trash talk piercings say front best friends	0
4702	rt got baseball well couple days till legends retired core yankees http co bl v v n	0
4703	rt	1
4704	rt shit pussy joke end like rest show chicken shit mother fucker	1
4705	rt thank captain never yankees jeter http co eie c cj	0
4706	rams gnarlsdarkley lakers whole trash rt sbaby life jordan hill trash play davis randle	0
4707	raunchy ass hoe	1
4708	ravioli stuffed wit lobster nd nice stuffed clam eating betterthanamobster http co pzdoesar	0
4709	alexander skarsgard roommate declared sexy albino lizard dont know sexy kinda	0
4710	reaaallly wish milk oreos lol	0
4711	ready go get fried oreos	0
4712	real basketball players get disappointed throw something trash miss	0
4713	real talk byes nothin whole nfc south glad bag trash year none teams chance making playoffs	0
4714	really craving arroz con pollo habichuelas right	0
4715	really tempted let redneck side drink lot beer sing country karaoke	0
4716	reaper drones pinpoint jihadi john http co ibsczelxxe via mailonline	0
4717	regular joes rockin tha boat us redneck yacht clubbb	0
4718	remember fear guide cripple	0
4719	republicans racist america racist democrats play token negro card http co ft c yhrag	0
4720	rescue elephant calf nunai looking fuzzy international fund animal welfare rehabilitati http co paetlxguoa	0
4721	rev charlie rangel unions stand spiritual damn things like inflatable rats	0
4722	review yanks coming military history united states world war http co hv k yzach via breitbartnews	0
4723	rewrite tinker official language regarding sex relationships divorce remarriage etc nothing set stone	0
4724	roman catholics us trash give catholics europe bad name	1
4725	rose colored glasses guys wvnextin	0
4726	roseanne really bums show woman note time chug zzzquil	0
4727	roses red	1
4728	rotherdam rapejihad coverup young girls sacrificed altar political correctness favor pf paki pedo gangs http co rdgyg gurv	0
4729	ruby ugly bunga bunga	0
4730	rudy throws fastballs near charlie chin sweat crist ducking giuliani campaign politics florida dog http co ejpdwls qj chin	0
4731	russel martin miserable season quietly good september yankees bluejays mlb	0
4732	favorite nigger work plantation pretty warzone remember next time ask watermelon dont steal	1
4733	mom came home tacos brownies	0
4734	sir please go text mexican bitch finna deal witcho childish ass	1
4735	snl mocks entire obama tenure ebola skit hot air http co mijdg x uc	0
4736	somebody please bring hotel room hire something real work hard somebody throwing trash iwantout	0
4737	stfu boris fagjo rt maxin betha cause faggot makes sense right rt channymaraj bran prolly real nurturing lol	1
4738	saltine crackers dinner lol sad lyfe	0
4739	reason u look like anthony davis eyebrows ryanh slick fuck niggers act different girls around	1
4740	sapete che vi odio ho finito	0
4741	saw pick dime floor toes apparently monkey toes gene strong one	0
4742	saw brownies kitchen counter bit one immediately surge pain spice hit tongue chili flakes eff brian	0
4743	scandal negro bed wench fairy tale propaganda http co tp sa u uo via youtube must see hebrew daughters zion	1
4744	school	0
4745	scott brooks finds new ways flip bird game know right move idontcare kdstreak imsad	0
4746	seattle mayoral election year choice bunch women non whites faggots fag lovers	1
4747	sebastian high cat nip rn	0
4748	see ride sunset colored tv screen tnt acdc	0
4749	see jumbotron jig	0
4750	see fine line killing faggots change source creation stupid people overbreeding period	1
4751	seeing another baseball team makes wanna book yankees trip right	0
4752	seeing ugly bitches get pregnant let know nigga swill fuck anything pussy alcohol longer excuse pressed	1
4753	seem like da colored folk gettin da way lately sayin	1
4754	selling ex lax brownies front meijer pregnant women gooddeed	0
4755	senator tedcruz anchor baby go back came natural born canadian	1
4756	sent ideas voem seem wanna hold testing drills nice weather need run mock incidents bad weather night	0
4757	serious question many country songs mention honkey tonk	0
4758	seriously reading thriller like books spook horror movies	0
4759	sewing also requirement isis jihadi girl keep men clothes presentable isisfeminism http co sn kuwmx	0
4760	shades eric chavez past gold glove yankees oakland	0
4761	may dumb stump even sarah mocks obama http co qwxb wbfzq	0
4762	got every niggah lookin like dam	1
4763	zebra tights take home bag mom	0
4764	sounded like bird crowing	0
4765	trash tho	0
4766	unfollowed said cried watching dawn apes lmaooooooo	0
4767	definitely kardashian bird rt basedchasen http co ry ocbwvtn	0
4768	mad cuz big toe looks like angry bird haha	0
4769	sheehey back door cuts still go un guarded iu hoosierhoops hoosiers	0
4770	sheeple like sweetpotatertot oh racist sexist teabaggers elected two old white men http co x bwnm jii	1
4771	shoot nigga shorty bitch	1
4772	short answer yes sage grouse rebellion obama use two small birds limit oil drilling west http co tk nzbbtte	0
4773	oscar go andyserkis computer turned ape http co owgocjxpxs computerscience major movie	0
4774	worried lady behind building talking crow	0
4775	take nap though kill mocking bird nah	0
4776	shut birds bed time	0
4777	shut faggot	1
4778	shy girls	0
4779	shy singer surprises melts simons heart http co rbcwsvvdjy	0
4780	shylock wongs incidents democrat bigotry weeks media mum http co ix vrk ki via breitbartnews	0
4781	shylock wongs incidents democrat bigotry weeks media mum http co rx ynpg yd via breitbartnews	0
4782	sick coon antics rt poonsoaker accuracy rt thotcho henny water	1
4783	sierra almost got caught ole hick	0
4784	sighs relief beijing guoan fans china govt club nips japanese rival tense match football http co eeseor iba	0
4785	sinai jihadi group beheads accused spies jews http co cdoseli k via breitbartnews	0
4786	sitting alone watching white chicks pants fuzzy blankets tea turn	0
4787	sitting bar work watching walking dead fucking wetbacks decide come turn spic music jesus christ	1
4788	sitting deck enjoying stoneipa watching smelling neighbors burn trash missouri http co vlnhyahaew	0
4789	sitting deck enjoying stoneipa watching smelling neighbors burn trash missouri http co wynrltwz	0
4790	sixten shoved like oreos throat	0
4791	skippy kats fezbandname ronandfezsxm	0
4792	slack jawed yokel husband http co pwfrz	0
4793	smh hate hoe	1
4794	smh queer	1
4795	smh u niggers ur music knowledge	1
4796	smuggled letter gaza tunnel digger details suffering hamas rule http co jusiee yhk via themuslimissue	0
4797	decided drive good walmart colored folks go bc food	1
4798	tedgibson ted getting hair colored right beside heeeey	0
4799	pretty paranoid cooling weather bringing abundance birds austin nyc philadelphia	0
4800	politico says rney win goes gallup thing lmao teabaggers morningjoe	0
4801	cracker playing guitar thank tampa rick saturday night	0
4802	bought condoms party rite aid lady gave dirty look came back bought trash bags imagineherface	0
4803	let see look like without filters colored contact lenses followers dying know	0
4804	many bitches one sentence fixitjesus	1
4805	many hoes whipped would thought still slavery	1
4806	many weird people ghetto time	0
4807	much ucla team beat trash	0
4808	much going hypocrisy sit well redneck family central illinois black bieber	0
4809	daughter seen charlie villanueva questions	0
4810	light door closed mom walks turn lights tells take trash morning walked light	0
4811	niggers really believe phelps smokin regular huh tell log night	1
4812	trill trash cus asap said ok	0
4813	real unreal lol yankees worldseries andcounting mlb mlbtheshow http co tdmrbsnp	0
4814	even two full games season fairweather whining already full effect yankees	0
4815	want see true life story american heroes bizzy lazy krayzie wish wanna watch hillbillies shoot pumpkins	0
4816	get something closely approximating full bird paradise yoga pose time make ragdoll cosplay	0
4817	flappy bird game	0
4818	soetoro obama moving country forward w vision vision downsize oppressive country get even w whitey war	1
4819	douche cubs redneck cubs fan freaked asking bites bloody berk like http co ulc cmvtki	0
4820	jihadi posted bio isis boss mr awad excellent sociological info thank enough gift	0
4821	oval pink blue yellow	0
4822	black people live entirely different world everything peaches cream apparently take rose colored glasses	0
4823	lying ass hoes lol	1
4824	niggas save hoes	1
4825	hood negros deserve bail money way visiting jail	1
4826	somebody couldve like aye man dropped money nooooooo fucking broke faggots selfish bastards hate yall	1
4827	somebody please choke fucking retard keeps yelling mashed potatoes tool pgachampionship	1
4828	someone household wants die get excited enjoy couple oreos someone left one one friggin oreo	0
4829	someone come take brownies away eat whole pan	0
4830	someone please bring goldfish crackers	0
4831	someone probably told god trash	0
4832	someone explain blake griffin talking trash opposing rd string unbecoming even amongst clippers	0
4833	someone shut beaner please	1
4834	someone tell rsherman dreads part uniform pull hair trash talking cut doodoo braids	0
4835	someone tell royals stay home trash	0
4836	someone mother called handsome buff yellow thang last night ego temporarily elevated binniemouse dying lol	0
4837	sometimes wish cute pet monkey remember would probably defecate everywhere beat destroy house	0
4838	sometimes even gotta tell hoes grow smh	0
4839	sonnen faggot	1
4840	soon fuckeveryword fuck backtrack wait fuck faggots	1
4841	sooo first aid cpr certification came handy tonight glad lose monkey bekkalina	0
4842	sore loser charlie crist give concession speech calls recount http co mvhectyuys tcot pjnet	0
4843	sorry sam went elonuniversity rt wulfpacksam wes durham woody durham son tar baby pack game	0
4844	sorry fellow negros	0
4845	sorry fo da rant make mad ashamed colored wish white would like	1
4846	sources say charlie crist phone rick scott type concede	0
4847	southwest airlines like driving mini van white trash cousins love huff paint thinner working	1
4848	space brownies	0
4849	speaking ford garland need get sub job application lol killin birds one stone merica	0
4850	special thanks tina charlie staff waverly hills thanks everyone dedicated time make http bit ly akyqk	0
4851	spending money hoes nigga aint fuck shit	1
4852	spics half breed trash filthy native allowed speak european	1
4853	stafford trash without megatron fantasyfootballproblems	0
4854	stay home bitch fuck u	1
4855	stay warm beanies sweaterweather booty ever http co zptckqybam	0
4856	stayin late watch ichiro yankees	0
4857	step take oppurtunity freshfaces iubb hoosiers	0
4858	stephan smith saying jay cutlers mvp candidate straight retarded	0
4859	still really confused humplayproblems think lucricus	1
4860	stoni fuckin queer	1
4861	stop smokin bathsalt charlie brown rejectedpeanutsspecials	0
4862	stop rt ing celtics trash please	0
4863	stu rape faced faggot man sick nigga	1
4864	stuck serious bitches possibly worst type girls ever	1
4865	study center biological diversity called taxpayer funded ivanpah mega trap kill birds year http co xpxehne e	0
4866	stupid teabagger restaurant making customers pay minimum wage fee http co gjkxmziizs	1
4867	stupid white people making posts relevant life stupid cousintoucher honkie whitetrash blonde	1
4868	subtweet one time dirty chink whore	1
4869	trash episode walking dead tonight	0
4870	suddenlink trash know important bubble guppies day	0
4871	sunday day chug everyone else around obsessing fave football team fantasy league	0
4872	supporters officer darren wilson rally st louis http co htfgjj kyt ferguson kkk tcot tpot teabaggers teaparty	0
4873	surprise surprise tsa trashes brandon darby border patrol sources http co etdkzfrrzk	0
4874	surrender divinity conquerors apocalypse http co qv rsy p via youtube oriental black metal hell	0
4875	swap meet bound beaner	0
4876	sweet jesus morningjoe going split screen rep james clyburn charlie daniels time morningjoe	0
4877	sweet baby birds crack houston foodlovers http co idh bato	0
4878	sweet yellow bone thang call honey mustard http co isfdudu bx	0
4879	sweet found box twinkies bought last year bet least tripled brainer buy	0
4880	trust seattle give thanksgiving due huge flightless bird dream come true european bird eaters	0
4881	trust say jesuschrist would killing faggots came back life today day age spartacus rome	1
4882	taco bell super trash sober	0
4883	taking second mortgage betting yankees winning world cup win lot seemed like brainer	0
4884	taria filterless sis dari angelic sis im big bro lol jigg lil bro	0
4885	tattoos expression meaning one mans trash another mans treasure	0
4886	terrifying leprechaun http co wgksvvg	0
4887	text instead playing flappy birds soiknowitsreal	0
4888	thank charlie ff charlie stacydmomof pattism revkahjc cantucimblonde kacado	0
4889	thank charlie charlie stacydmomof cantucimblonde revkahjc pattism kacado	0
4890	thank charlie happy thursday charlie stacydmomof pattism kacado cantucimblonde revkahjc	0
4891	thank hand candy charlie charlie stacydmomof revkahjc cantucimblonde kacado pattism	0
4892	thanks delaney jade coming last night ghetto one else could handled summer	0
4893	thanks charlie charlie revkahjc stacydmomof pattism cantucimblonde kacado	0
4894	thanks charlie charlie stacydmomof revkahjc pattism cantucimblonde kacado	0
4895	thanks charlie great evening charlie stacydmomof revkahjc cantucimblonde kacado pattism	0
4896	thanks jomousley cracker tweets today pilchards krackerwheat repeating like typical night bbc	0
4897	ouija movie look like trash	0
4898	principal shld ashamed look poor colored kids made smart props disgusted morningjoe	0
4899	crow socks	0
4900	dude chicago w fuzzy mustache bangs johnny love whack memoriesofidots	0
4901	dumb black bitch getting cards picture made fucking mad ruined day	1
4902	front flip trash front flip swimming pool land back every time	0
4903	fucking slutty beaner	1
4904	long hair cover redneck	0
4905	mocha colored chick doe think fell love	0
4906	night cap nonsense birds	0
4907	pic circulated jihadis call kill http co pun fnvbal saudi isis syria	1
4908	shade faggot clashes eye color	1
4909	warm fuzzy feeling able give someone helping hand talking medical problems others really help	0
4910	solid investment mins cue frank yankees wow	0
4911	faggot rant night	1
4912	good times starting mickey mouse club soon	0
4913	trash gonna put phone goodnight	0
4914	ghetto little meal	0
4915	like saying pinto since rt shallow al tonyclevenger dude iphone since beginning	0
4916	right making brownies right	0
4917	yanks coming disparagement pride http co hoelpcbbg	0
4918	yankees need tanaka beltran big name players believe	0
4919	midwest us white trash	1
4920	south us white trash	1
4921	teabagger freemarket really wonders bangladesh last couple days tcot p teaparty randpaul	0
4922	gop elite call conservatives niggers behind closed doors tcot teaparty	1
4923	yankees playing tigers tonight words friends mtaraban	0
4924	african goshawk accipiter tachiro species bird prey accipitridae family fou http co xi iwocs	0
4925	bucs great uniforms ruined trash smh	0
4926	conjuring trash good insidious	0
4927	devil wears charlie revlon lesserfilms	0
4928	giants trash	0
4929	guy got excited saw oreo cookie crusts thought making pie bummed realized cheesecake	0
4930	john cantlie video issued al furqan media new level jihadi propaganda promises episodes wages ideological warfare	0
4931	kfan mock draft continues cleveland clock paul allen vikings th pick going def back justin gilbert	0
4932	met office issued amber warning snow least warning amber snow posh word yellow	0
4933	office fuzzy socks favorite blanket literally need life rn	0
4934	perfect gift jihadi shopping list http co ybcsutdgmw http co nnwums b	0
4935	perfect gift jihadi shopping list http co wtnolosy http co autavoeg u	0
4936	pirates made playoffs yankees hell frozen	0
4937	republican lt governor missouri says sorry called law anglo american law racist pig	0
4938	rick scott charlie crist ads running nearly non stop florida past week getting even worse	0
4939	saints pure trash lol smh	0
4940	south full white trash midwest full white trash west coast full white trash	1
4941	walking dead trash people	0
4942	wayans bros retarded show ever	0
4943	yankees still suck nikaaaa	0
4944	beautiful fairy pools near glenbrittle isle skye scotland http co cyi xsvn	0
4945	bengals trash like weeks seems	0
4946	bird word esurancesave	0
4947	birds bees	0
4948	birds bugs voguet anat r http co ndmelhuwcg via etsy vintage jewelry bugout insects birds	0
4949	blacks california typical niggers	1
4950	boy shot albino deer http co xajbeib	0
4951	brownies made sin	0
4952	chinks really hunting food rt wwltv dog shot arrow n east http co q kqt stwl	1
4953	early bird gets worm second mouse gets cheese	0
4954	early bird takes nap noon	0
4955	ending yankee game planned even take	0
4956	fact bruins drafted yankees fan goes show weak scouting staff imo homework firechoreli	0
4957	family ron neal needs sue wu tang trash song released name	0
4958	fucking royals bitch work	1
4959	guinea fowls seem	0
4960	jig	0
4961	jigg	0
4962	last bat yankee stadium thanks making good one captain farewellcaptain http co uvjgbcpcbu	0
4963	leftist homosexual war catholic church kicked high gear infiltration priesthood boy raping fags	1
4964	nations know rather real niggers bad bitches http co ge tnhxzaf	1
4965	people historically called white trash called reason white trash truth hurts	1
4966	pro isis jihadi prayer hajj making rounds http co ee edxuoa	0
4967	punishment fit crime instance take last twinkie choke twinkie twinkie sacred	0
4968	reason shelby hates sandwiches queer ronandfezsxm	1
4969	redskins begging lose game smh	0
4970	redskins change name injuns	0
4971	republican teabaggers hate screw em http co iuthyvhqm	0
4972	rich kids beverly hills trash even entertaining trash look mid thirties	1
4973	right english person go business important suspicion rouge wog cop	0
4974	thing working black people bitches never fucking time wanna complain short check bitch die today	1
4975	two ringless fags rt everybodyhatesx barkley reggie talking nonsense entire game	0
4976	value abu qutada statement credentials jihadi circles impeccable facing trial terrorism charges	0
4977	thee bears trash tho	0
4978	gotta loaded lux vs murda mook	0
4979	salsa negro awesome stacymungo loriisright	0
4980	brownies tho	0
4981	queer ass shorts rabchenko got	1
4982	went inside order hide mutant bird	0
4983	zerah cushite came army one million men chariots came far mare http co lpbeb j r	0
4984	lots top tier wrestlers started yardies	0
4985	trash bag hall thats like wks weird thing changes consistency every days	0
4986	rule tie goes runner safe yankees johnsterling	0
4987	yellow thing sky know make	0
4988	side trip dc charlie palmers cpac shannityshair thefriddle glock piper alleygirl	0
4989	bird nest garage birds fly poop car	0
4990	green bowl high spliff high j high blunt high moke high moke coffee high	0
4991	special place hell people slam brakes yellow lights	0
4992	gonna lot trash talk today	0
4993	someone riding around robinson walmart lawn mower ghetto headlights added reallife	0
4994	insane cigars trash foam done bumped head rt foamwright insane like insane http co umpdoeorz	0
4995	birds messy	0
4996	brownies bomb http co lkzlqqj w	0
4997	brownies http co iyqrbn amf	0
4998	hoes lying us nigga got news monogamous niggas yo bitch fucking anonymous niggas	1
4999	niggas retarded lmfaoo	1
5000	peanut butter brownies bout give life	0
5001	people fags	1
5002	come charlie sheen come coupe machine wontgetme	0
5003	come blue make others see red green envy always black white yellow luckily	0
5004	lose city red sox fans bandwagon fans like yankee fan morningjoe	0
5005	got david taking trash	0
5006	got redskins faking injuries	0
5007	clumsy bird lol life	0
5008	love place bring car know spanish men love sometimes look like guala though lol	0
5009	must russian birds russian birds known invading chiminea saintrph kimmarcumtexas	0
5010	say one man trash next man treasure one finds pain next might find pleasure	0
5011	say state bird rare literally see one least day	0
5012	never gave cracker transmitter realdjtv flip sees http co cycdbhbxkq	1
5013	slut kill steal course yo cash murder bitch send body back yo ass	1
5014	took bro know civil rt lilmissstoney vikkinosecrets wait minute lol get ghetto v	0
5015	trying hoe todd gurley johnny manziel signed helmets got suspend gurley rest season	0
5016	use call mom japs younger lol asian racial slurs	0
5017	taking picture saw bird fly past like oh bird heidypalma	0
5018	thing made feel old today tori amos	0
5019	think okay take property break fuck bitch	1
5020	thinking boom boom boom waaay ho video makes laugh least day	0
5021	thinking bout oysters gator bait tho	0
5022	yr old masterchefjunior made chicken look like trash	0
5023	billy crystal tribute derek jeter crazy hate yankees man derek jeter pect	0
5024	charlie murder game pretty dope xbla	0
5025	murica charlie brown rejectedpeanutsspecials	0
5026	caught talking bird pretty embarrassing	0
5027	sick birds	0
5028	sick function birds starting feel slightly better earlier feel like death	0
5029	bitch lvl eevee buys sparkling water	0
5030	bitch thincc dress coding	0
5031	bro rippin apart bird feet us redtail hawk http co tjanr pb	0
5032	brownies bro	0
5033	car two registration tags yellow one one wth http co mded soy	0
5034	cowboys redskins game hell game	0
5035	create slippery slope tho players gonna watch mouth tolerance ignorance anymore	0
5036	dumb berk drives circles town bright yellow cycle music blaring incredibly http co ukothl moh	0
5037	flappy bird game addicting	0
5038	fuzzy wuzzy kitten wants know raven like writing desk find http co gi igv http co hlkdtsgkwu	0
5039	girl retarded	1
5040	guy nits lucci dpc learn new things every day u one still talkin bout jim crow go republican hypocrisy	0
5041	hot chocolate famous amos bomb right	0
5042	long yellow bunch track sweeping ton taken opportunities pit indycar goprograndprix	0
5043	sexy tweet rt yankees lead yankees turn matt thornton finish red sox th	0
5044	better flappy bird falloutbird http co chvzwtvltg	0
5045	really brianstann rt jimdaves wesdurham exploding giant yellow ducks appreciate http co spohtpl uv	0
5046	much fun ubb ndiana hoosiers hoosierdaddy	0
5047	true rt mr quenchyagirl charlie clips coldest battle rapper debating	0
5048	mother allowed make brownies http co h cft wcbv	0
5049	nothing gets done morons like coburn trying ad gun amendment public works bill push back teabagger morningjoe	0
5050	kid looks like retard tries hiding phone obvious	1
5051	mint brownies recipe made almond flour coconut palm sugar coconut oil coconut mi http co xzzfdolzdn	0
5052	morning brought emergen c really need nip cold flu business bud nogermswanted	0
5053	music trash	0
5054	dog telling done playing frisbee lazy mutt http co l aocjczsh	0
5055	new avi trash nah	0
5056	nigga jerry room smell like bad pussy	1
5057	nigga telling dont fuck bitch maybe lying lol	1
5058	niggah know wassup	1
5059	nigglet	1
5060	beef thing birds	0
5061	one night tripping brownies put running shoes still pjs http co uwmbpcomne	0
5062	picture weibo made china censors add big yellow duck list banned terms http co nsk rjr http co j aakxwife	0
5063	rain got yall women talking ass nigga spend income bitch bruh get hoes fuck outta	1
5064	colored pictured abraham lincoln one coolest things seen http co shosdu ryp	0
5065	reminds another quality video lol fittin front peckerwoods http co aypwhr j	0
5066	store redneck	0
5067	target ghetto whatever	0
5068	time night dark skin niggas really turn lightskin niggas swear seen darkie try buying starbucks mins ago closed	1
5069	waiting thing birds	0
5070	week rfn segment discuss idaho faggot marriage state like washington	1
5071	white bitch fuckin nerve call nigga shes one payin lips get bigga	1
5072	white bitch tried set racial war lol bitch impossible smarter	1
5073	whole game trying figure dutch wearing yellow smh	0
5074	good pricklypear shiner http co clfjkt iz	0
5075	good pricklypear shiner http co fa avxq	0
5076	guys definition white trash	1
5077	thou shall mock ryan future kelly	0
5078	three little birds	0
5079	thursdays really trash season nfl	0
5080	thw white iron band plays weekend fargo nd aquarium friday charlie parr next night saturday	0
5081	tilt chin back slit throat take bath blood get know	0
5082	time kill birds stone work renew food handlers card online push play dumb class	0
5083	time start listing il spook	0
5084	tiny looking like albino red nose pitbull dope boy trap house	0
5085	clear think chance krug leaves russia fun mock speculation	0
5086	senior class oreo funfetti bars den morning	0
5087	today gameday iubb need iu win jersey arrive hoosiernation hoosiers	0
5088	today fun tuesday awesome iu v michiganst ubb hoosiers	0
5089	today spy ops soles need cleaning lick lick bet cuties sneaks smell good http co c hj dvngp	0
5090	told dad go buy cookies graduation reception nigga bought oreos	1
5091	tommy trash	0
5092	tomorrow agenda bake brownies visit couple open house	0
5093	tonight starts road super bowl browns go brownies go woof woof browns draft	0
5094	tonight sole purpose thoroughly intoxicated night class maybe deserve	0
5095	bad brandon lavergne gonna vein spiked angola mickey	0
5096	much makeup trash	0
5097	tracy morgans car wreck press covered zappa joker brownie ye see complete	0
5098	traffic gables	0
5099	trailor trash tina time	0
5100	trending adult human skulls found trash connecticut http co bykfaoyk http co f grqk tc	0
5101	truth rt adolfhibsta faggot would turn hairy pussy	1
5102	try rex new water roasted tomato potato sawdust crackers loaded enough sodium make lots wife look unsavory box	0
5103	tryna get home like base base base closet looking like planet bathing apes	0
5104	tuna good rest trash rt ayeofool cans spam rt msbtxo struggle food meat tuna included	0
5105	turn magic colored light longexposure lightwriting http co um lbsd p	0
5106	twice divorced teabagger florida attorney general says marriage reserved stable enduring family units http co zwr iu wtf	1
5107	twice divorced teabagger florida attorney general says marriage reserved stable enduring family units http co wafg eyygm	0
5108	twinkies unfilling odd filled	0
5109	twitter fags	1
5110	twitter trash	0
5111	twitters little blue birds name larry celtics isu larry bird stick ticker twtr	0
5112	two red bones kissin n da back seat	0
5113	typically hateful anti christian mentally ill ugly dyke trash pig couple jennifer mccarthy melisa erwin http co tw nl hkmt	1
5114	tyrese trash	0
5115	u coons wait wear oreo j	1
5116	u serious bro lol rt cheezmoejenkinz early bird special	0
5117	us spy planes flying british skies hunt jihadi john assoc advanced tech http co xfsezszu via beforeitsnews	0
5118	ugly fucking nigger baby thought gorilla first http co bq g rxkn	1
5119	un pollito cruzaba la frontera un zorro se tropieza con el pollo el zorro le dice im sorry el pollo le dice im http co oxcoyauji	0
5120	uncalled nobeeetch trash trelaire st one best http co kmordnezrz	0
5121	uncle tom hypocrite http co cyc madjpq	1
5122	unintended consequences current fed regulations	0
5123	early bitch driving denton omg move already	0
5124	like eagle tryna catch early bird catches worm	0
5125	use trap birds fly like birdddd	0
5126	vanessa fuckin faggot	1
5127	vice news interview canadian jihadi poem translated f u sound track http co gebzu paz http co wwl orih	0
5128	video charlie baker campaign team denies contacting gov patrick meeting http co qhra oalrr	0
5129	video charlie baker makes final push votes http co artp ymbs	0
5130	video charlie baker remembers tom menino http co vdaowlzksv	0
5131	video record charlie baker http co lxk yycvr	0
5132	video shy glizzy trust http co hrfudrvzdb	0
5133	view ghetto bad rio http co umjpu gt	0
5134	vintage gold diamond engagement ring k yellow gold unique ring size vintagebaublesnbits http co ii v lbsqk via etsy	0
5135	viola auntie call white trash women white trash like primetime htgawm	0
5136	virtually zero protections lgbtq persons alabama lot acceptance either think queer alabamian kids today	0
5137	walk hr yankees	0
5138	watch obama newly released gitmo jihadi links terrorists syria http co gufkoy tk http co n pfnmx	0
5139	watch excited isis jihadis getting yezidi sex slaves distribution day http co n exnuvhks isis tcot pjnet lnyhbt gop	0
5140	watch excited isis jihadis getting yezidi sex slaves distribution day http co n exnuvhks http co uhz qkcrje	0
5141	webbers rt dmilz sz vnds restorers dream cracked midsole sole separation fogged bubbles http co yc vg kg	0
5142	wh obama name holder replacement rubes already cast midterm ballots hot air http co yf h uz	0
5143	wib plays next fri silverdome ballroom neillsville wi charlie parr hobo nephews uncle frank tickets	0
5144	wtf mma legs charlie murphy	0
5145	wtmf murica say thunderpunched throat sole stomped	0
5146	wait minute bowyer causing yellow chase race rt knighter caution nascar	0
5147	wait kidfivevibes take brownies	0
5148	waiting brownies want brownies someone hooks	0
5149	waiting wetback sycksyllables http co l wqzduzze	1
5150	wake stoopid dyke randypawlik	1
5151	want go get brownie stuck doe	0
5152	want touch tha boootyyyyy neeeeed touch heinie	0
5153	finna slit eyebrows shop nahhhhhh	0
5154	washpost describes charlie crist bizarre obsession fan legs stop sweat asked answering questions dog	0
5155	washing coon hair	1
5156	wassup wit fucc niccas	1
5157	watch ned crc worldcup puravida http co dcagrh sle	0
5158	watch nigger lovers day coming http co zv cpk iy	1
5159	watched crows eat sandwich	0
5160	watching steelers colts getting blinded steelers uniys look like bunch bumblebees	0
5161	watching richie rich tv even wanted kick ghetto kids	0
5162	watching nigger movie menace society trying learn enemy good reconnaissance	1
5163	call somebody wack got raymond felton rt beckdeemyg lin trash	0
5164	hate lil nicca lol rt redfernave hate steelers dawg	1
5165	struggling college work ice jj fish making money trash lol world come	0
5166	wacko birds still tweeting makedclisten	0
5167	bringing cadaver dogs charlie brown rejectedpeanutsspecials	0
5168	going make school look redneck tomorrow	0
5169	weed brownies	0
5170	weekend amazing week let use extended weekend celebrate successes fellow queer folk	0
5171	weird frosted colored lipgloss weird	0
5172	welcome land dispossession http co v jktlz check evil racist whitey sitting steps etc reconquista woo hoo	0
5173	welcome family mia meli new puppy adorable cute fluffy mutt mybaby girl http co c xuezp	0
5174	well jay guess wanna keep house burning bird word yeah jaymohrsports jaymohr	0
5175	well jenna getting yellow lab know ill whenever home	0
5176	well gahdamn rt huhwhatsacondom wooooow moesdeph good job mommy cutest thing blue ivy ever done still ugly nigger baby	1
5177	well good morning early birds minus mins thee clock breakfast shower rub one sleep	0
5178	went open house today place trash ewww	0
5179	western jihadi fanboys use language peppering sentences arabic words sound knowledgeable comical http co g rca xgh	0
5180	fag	1
5181	fucking faggot	1
5182	trash franchise rt arashmarkazi fergie sing national anthem clippers season opener tomorrow	0
5183	wetback looks like gets caught crossing border ilovebamf http co j uf tyubo	1
5184	amazing proud day today nkotb blockheads time bed good knight	0
5185	barrel trash smell bad rt jay f imagine dragons nickelback	0
5186	peckin order	1
5187	else come mondays im finna watch trash ive destroyed enuf brain cells	0
5188	ever happened teen titans day must mock teen titans go	0
